,Dialogue,score,sentiment
16970,"She is so amazing. You have no idea.
",0.6000000000000001,0.9
16971,"Who do you think brought her here?
",0.0,0.0
16972,"Cupid.
",0.0,0.0
16973,"She's so cool.
",0.35,0.65
16974,"She speaks four languages.
",0.0,0.0
16975,"Man, do you know what guys want.
",0.0,0.0
16976,"Come on, she's so perfect for you.
",1.0,1.0
16977,"She's sweet.
",0.35,0.65
16978,"She likes baseball.
",0.0,0.0
16979,"She had two beers at lunch.
",0.0,0.0
16980,"My beers?!
",0.0,0.0
16981,"Look, she's a very nice girl.
",0.78,1.0
16982,"We had a very good time,
",0.9099999999999999,0.7800000000000001
16983,"but I don't see it going anywhere.
",0.0,0.0
16984,"You always say that.
",0.0,0.0
16985,"Maybe if you gave her a chance,
",0.0,0.0
16986,"it would go somewhere.
",0.0,0.0
16987,"I'm sorry, you guys.
",-0.5,1.0
16988,"I just don't think so.
",0.0,0.0
16989,"-Whatever.
",0.0,0.0
16990,"-Fine.
",0.4166666666666667,0.5
16991,"Hey, don't start judging me.
",0.0,0.0
16992,"You're in love with your assistant.
",0.5,0.6
16993,"You're sleeping with the guy
",0.0,0.0
16994,"who keeps pigeons on the roof.
",0.0,0.0
16995,"Phoebe!
",0.0,0.0
16996,"Secret affair.
",-0.4,0.7
16997,"People are doing it
",0.0,0.0
16998,"in front of my book.
",0.0,0.0
16999,"I'm sorry?
",-0.5,1.0
17000,"My doctoral dissertation is in the
",0.0,0.0
17001,"library at school. I went to see it.
",0.0,0.0
17002,"And there were students making babies
",0.0,0.0
17003,"right in the paleontology section.
",0.2857142857142857,0.5357142857142857
17004,"Oh, my God.
",0.0,0.0
17005,"Did you get to see anything good?
",0.7,0.6000000000000001
17006,"At your school. . .
",0.0,0.0
17007,". . .was there a place on campus
",0.0,0.0
17008,"where students went to fool around?
",0.0,0.0
17009,"Yeah, there was.
",0.0,0.0
17010,"In the corner of the library where all
",0.0,0.0
17011,"the books were that nobody ever read.
",0.0,0.0
17012,"Yes, there was.
",0.0,0.0
17013,"Great, because people kept showing up.
",0.8,0.75
17014,"I think it's like a thing.
",0.0,0.0
17015,"Hold on a second.
",0.0,0.0
17016,"Fifth floor, against that back wall?
",0.0,0.0
17017,"Oh, for crying out loud!
",-0.037500000000000006,0.7
17018,"-So we should go catch our movie.
",0.0,0.0
17019,"-What's the rush?
",0.0,0.0
17020,"I'd like to see the previews.
",0.0,0.0
17021,"The candy.
",0.0,0.0
17022,"-Oh, hey.
",0.0,0.0
17023,"-Well, look who's here.
",0.0,0.0
17024,"-Hey, Joey.
",0.0,0.0
17025,"-Hey, Erin.
",0.0,0.0
17026,"-Hey, Rachel.
",0.0,0.0
17027,"-Hi.
",0.0,0.0
17028,"We were about to take off
",0.0,0.0
17029,"and see a movie.
",0.0,0.0
17030,"-Oh, no!
",0.0,0.0
17031,"-What's wrong?
",-0.5,0.9
17032,"Phoebe, we forgot that party
",0.0,0.0
17033,"we have to go to.
",0.0,0.0
17034,"Oh, no.
",0.0,0.0
17035,"What party?
",0.0,0.0
17036,"A birthday party.
",0.0,0.0
17037,"Whose birthday party?
",0.0,0.0
17038,"Alison's birthday party.
",0.0,0.0
17039,"And how old is Alison?
",0.1,0.2
17040,"Thirty-two.
",0.0,0.0
17041,"Wait a minute.
",0.0,0.0
17042,"Why don't you guys do something?
",0.0,0.0
17043,"Look how that worked out.
",0.0,0.0
17044,"Excuse me. Hi, I'm a professor here.
",-0.05,0.05
17045,"Do you know the paleontology section,
",0.0,0.0
17046,"fifth floor, stack 437?
",0.0,0.0
17047,"Well, yes.
",0.0,0.0
17048,"Just give me five minutes.
",0.0,0.0
17049,"I just have to find someone
",0.0,0.0
17050,"to cover my shift.
",0.0,0.0
17051,"No, no, no.
",0.0,0.0
17052,"Can I speak to someone in charge?
",0.0,0.0
17053,"How can I help?
",0.0,0.0
17054,"Hi, I was wondering, is it possible
",0.0,1.0
17055,"to increase security. . .
",0.0,0.0
17056,". . .in the paleontology section?
",0.0,0.0
17057,"I wrote a book that's up there.
",0.0,0.0
17058,"And instead of reading it,
",0.0,0.0
17059,"people are. . . .
",0.0,0.0
17060,"Well, they're rolling around
",0.0,0.0
17061,"in front of it.
",0.0,0.0
17062,"We are aware of the problem
",0.25,0.25
17063,"you're referring to.
",0.0,0.0
17064,"As far as increasing security,
",0.1,1.0
17065,"I'm afraid the library's understaffed.
",-0.6,0.9
17066,"I can't help you.
",0.0,0.0
17067,"Well, fine.
",0.4166666666666667,0.5
17068,"If I'm the only person
",0.0,1.0
17069,"with any appreciation. . .
",0.0,0.0
17070,". . .of the sanctity of the written
",0.0,0.0
17071,"word, then I'll go defend it myself.
",0.0,0.0
17072,"Don't you follow me.
",0.0,0.0
17073,"-How did it go with Erin?
",0.0,0.0
17074,"-Unbelievable.
",-0.25,1.0
17075,"We had the best time.
",1.0,0.3
17076,"-So you're not mad anymore?
",0.3125,1.0
17077,"-No, no. You guys were totally right.
",0.2857142857142857,0.5357142857142857
17078,"This was much better than
",0.5,0.5
17079,"the first date.
",0.25,0.3333333333333333
17080,"It was awkward.
",-0.6,1.0
17081,"We were both nervous.
",0.0,0.0
17082,"-Didn't you sleep together?
",0.0,0.0
17083,"-Yeah, that calms me down.
",-0.15555555555555559,0.2888888888888889
17084,"And we have so much in common.
",-0.3,0.5
17085,"She loves sandwiches, sports.
",0.0,0.0
17086,"Although she is a Met fan.
",0.0,0.0
17087,"Not an issue now,
",0.0,0.0
17088,"but if we had kids. . . .
",0.0,0.0
17089,"Oh, my God! Listen to you talking
",0.0,0.0
17090,"about having kids.
",0.0,0.0
17091,"Oh, my Joey.
",0.0,0.0
17092,"Please don't get married before I do.
",0.25,0.25
17093,"I just cannot believe
",0.0,0.0
17094,"that Clark stood me up.
",0.0,0.0
17095,"He may still show up.
",0.0,0.0
17096,"What are you, stupid?
",-0.7999999999999999,1.0
17097,"-It's been three hours.
",0.0,0.0
17098,"-Is that all?
",0.0,0.0
17099,"Let's go on to happier things.
",0.0,0.0
17100,"Why don't you tell me
",0.0,0.0
17101,"about your lovely wedding.
",0.5,0.75
17102,"There was something that we wanted
",0.0,0.0
17103,"to tell you about the wedding.
",0.0,0.0
17104,"It's going to be a small ceremony.
",-0.25,0.4
17105,"Tiny.
",0.0,0.5
17106,"We're not even sure
",0.5,0.8888888888888888
17107,"why we're having it.
",0.0,0.0
17108,"It's actually going to be just family.
",0.0,0.1
17109,"Oh, wait.
",0.0,0.0
17110,"You two think of me as family?
",0.0,0.0
17111,"I have to ask you something now,
",0.0,0.0
17112,"and be honest.
",0.6,0.9
17113,"Do you want me to sing
",0.0,0.0
17114,"""Careless Whisper"" or ""Lady in Red""?
",-0.25,0.45
17115,"How can you say that?
",0.0,0.0
17116,"The Mets have no closer.
",0.0,0.0
17117,"-What about Benitez?
",0.0,0.0
17118,"-What about game one of the series?
",-0.4,0.4
17119,"-What about shut up?
",0.0,0.0
17120,"-You shut up.
",0.0,0.0
17121,"I love arguing with her.
",0.5,0.6
17122,"-Be right back.
",0.14285714285714285,0.26785714285714285
17123,"-Okay.
",0.5,0.5
17124,"How's it going with Joey?
",0.0,0.0
17125,"Oh, okay.
",0.5,0.5
17126,"Okay?
",0.5,0.5
17127,"Tell me that you like him, please.
",0.0,0.0
17128,"I mean, tell me that you like him.
",-0.3125,0.6875
17129,"He's a really great guy, and I know
",0.8,0.75
17130,"you really want this to work out. . .
",0.2,0.2
17131,". . .but I just don't see this
",0.0,0.0
17132,"having a future.
",0.0,0.125
17133,"But you said that you liked him.
",0.6,0.8
17134,"What happened?
",0.0,0.0
17135,"Did you just change your mind?
",0.0,0.0
17136,"-Kind of.
",0.6,0.9
17137,"-Then change it back!
",0.0,0.0
17138,"I'm sorry.
",-0.5,1.0
17139,"It's just, there's no real spark.
",-0.1,0.30000000000000004
17140,"Didn't you sleep together?
",0.0,0.0
17141,"Yeah.
",0.0,0.0
17142,"Tramp.
",0.0,0.0
17143,"Does Joey have any idea?
",0.0,0.0
17144,"I don't think he does.
",0.0,0.0
17145,"You know what?
",0.0,0.0
17146,"Maybe you could tell him
",0.0,0.0
17147,"I'm not interested. . .
",-0.125,0.5
17148,". . .in a serious relationship.
",-0.3333333333333333,0.6666666666666666
17149,"You mean, like,
",-0.3125,0.6875
17150,"that you're kind of a loner?
",0.6,0.9
17151,"Yeah, that'd be great.
",0.8,0.75
17152,"And maybe that you're a real stronzo.
",0.2,0.30000000000000004
17153,"I'm sorry.
",-0.5,1.0
17154,"I guess ltalian isn't one
",0.0,0.0
17155,"of the four languages you speak.
",0.0,0.0
17156,"-Hey. Want to go?
",0.0,0.0
17157,"-Yeah, let's go.
",0.0,0.0
17158,"-Okay. See you guys later.
",0.25,0.25
17159,"-Bye, guys.
",0.0,0.0
17160,"Hey, thank you so much.
",0.2,0.2
17161,"Wow.
",0.1,1.0
17162,"I guess it wasn't cupid
",0.0,0.0
17163,"that brought her here.
",0.0,0.0
17164,"No, just a regular old flying dwarf.
",0.05,0.13846153846153847
17165,"Yes, yes. How can I help you?
",0.0,0.0
17166,"We were just looking around.
",0.0,0.0
17167,"Oh, you're fellow scholars.
",0.0,0.0
17168,"What exactly were you looking for?
",0.25,0.25
17169,"Perhaps Dr. Chester Stock's
",0.0,0.0
17170,"musings. . .
",0.0,0.0
17171,". . .on the Smilodon californicus?
",0.0,0.0
17172,"Get out of here!
",0.0,0.0
17173,"Meeting someone?
",0.0,0.0
17174,"Or are you just here to brush up. . .
",0.0,0.0
17175,". . .on Merriam's views on evolution?
",0.0,0.0
17176,"Actually, I find Merriam's views
",0.0,0.1
17177,"far too progressionist.
",0.1,1.0
17178,"I find Merriam's views
",0.0,0.0
17179,"far too progressionist.
",0.1,1.0
17180,"I'm sorry. Who are you?
",-0.5,1.0
17181,"I'm a professor here. Ross Geller.
",0.0,0.0
17182,"Ross Geller? Why do I know that name?
",0.0,0.0
17183,"It's a. . . .
",0.0,0.0
17184,"Wait.
",0.0,0.0
17185,"Did you write this?
",0.0,0.0
17186,"Yes.
",0.0,0.0
17187,"You're the person
",0.0,0.0
17188,"who checked out my book?
",0.0,0.0
17189,"You know, you look nothing
",0.0,0.0
17190,"like I would have thought.
",0.0,0.0
17191,"You're so young.
",0.1,0.4
17192,"Well, I skipped fourth grade.
",0.0,0.0
17193,"I am very, very sorry.
",-0.65,1.0
17194,"-So how was your date?
",0.0,0.0
17195,"-Great. We walked around the Village.
",0.8,0.75
17196,"We went to this ice cream place.
",0.0,0.0
17197,"Split a milk shake.
",0.0,0.0
17198,"Seventy-thirty, but still.
",0.0,0.0
17199,"I'm thinking of taking her upstate
",0.0,0.0
17200,"to one of those bed and breakfasts.
",0.0,0.0
17201,"Really? She said she wants to go?
",0.2,0.15000000000000002
17202,"No, it's a surprise. It's gonna be
",0.0,0.0
17203,"tricky, because she's busy at work.
",0.1,0.3
17204,"Joey, look, honey,
",0.0,0.0
17205,"we need to talk, okay?
",0.5,0.5
17206,"I got the feeling from her. . .
",0.0,0.0
17207,". . .that she's not looking
",0.0,0.0
17208,"for a serious relationship.
",-0.3333333333333333,0.6666666666666666
17209,"-Where are you getting this?
",0.0,0.0
17210,"-She told me.
",0.0,0.0
17211,"She said she's kind of a loner.
",0.6,0.9
17212,"-Joey--
",0.0,0.0
17213,"-Hey, Rach, it's cool, you know.
",0.35,0.65
17214,"I'm a loner too, right?
",0.2857142857142857,0.5357142857142857
17215,"Hey, Joey. You know what?
",0.0,0.0
17216,"You are way too good for her.
",0.7,0.6000000000000001
17217,"I promise, next time I will tell them
",0.0,0.0
17218,"you're not looking for a relationship.
",0.0,0.0
17219,"No, don't do that. Just. . . .
",0.0,0.0
17220,"-Next time, make sure she likes me.
",0.25,0.4444444444444444
17221,"-Well, that too.
",0.0,0.0
17222,"Joey?
",0.0,0.0
17223,"-Do you want some pancakes?
",0.0,0.0
17224,"-Finally.
",0.0,1.0
17225,"What are we gonna do?
",0.0,0.0
17226,"I say we go with ""Careless Whisper. ""
",-0.5,0.9
17227,"Chandler?
",0.0,0.0
17228,"Did she see us yet? Did she see us?
",0.0,0.0
17229,"Janice, what are you doing here?
",0.0,0.0
17230,"I thought I was gonna go back
",0.0,0.0
17231,"to my apartment. . .
",0.0,0.0
17232,". . .but I just felt like I really
",0.2,0.2
17233,"couldn't be alone tonight.
",0.0,0.0
17234,"I was just wondering if I could maybe
",0.0,0.0
17235,"stay here with you.
",0.0,0.0
17236,"Just, I really feel like I need
",0.2,0.2
17237,"to be with family.
",0.0,0.0
17238,"Our kids are gonna call her
",0.0,0.0
17239,"Aunt Janice, aren't they?
",0.0,0.0
17240,"Please. Because otherwise,
",0.0,0.0
17241,"I really don't know what I might do.
",0.2,0.2
17242,"Aren't you just a teensy bit curious?
",-0.1,1.0
17243,"-You have any tissues?
",0.0,0.0
17244,"-Yeah, in the bathroom.
",0.0,0.0
17245,"We'll just let her stay.
",0.0,0.0
17246,"No. If we let her stay,
",0.0,0.0
17247,"she will stay forever.
",0.0,0.0
17248,"-Kind of like your Barcalounger.
",0.6,0.9
17249,"-Is that what you're thinking about?
",0.0,0.0
17250,"I never stop thinking about it.
",0.0,0.0
17251,"Hey, you guys?
",0.0,0.0
17252,"Do either one of you want to get
",0.0,0.0
17253,"in there before I take my bath?
",0.0,0.0
17254,"Janice, I'm sorry. . .
",-0.5,1.0
17255,". . .but you can't stay here tonight.
",0.0,0.0
17256,"Why not?
",0.0,0.0
17257,"Honestly?
",0.6,0.9
17258,"Our apartment is a hotbed. . .
",0.0,0.0
17259,". . .for electromagnetic activity.
",0.0,0.0
17260,"Monica and I have been immunized,
",0.0,0.0
17261,"but sadly. . .
",-0.5,1.0
17262,". . .you have not.
",0.0,0.0
17263,"I'm gonna need a comforter.
",0.0,0.0
17264,"Do you have a hypoallergenic one?
",0.0,0.0
17265,"Because otherwise I get very nasal.
",0.2,0.3
17266,"Do you have a cat?
",0.0,0.0
17267,"Because it's already happening.
",0.0,0.0
17268,"Do you hear that? Listen.
",0.0,0.0
17269,"Oh, my God! Oh, my God!
",0.0,0.0
17270,"You have to go.
",0.0,0.0
17271,"Why?
",0.0,0.0
17272,"Because Chandler still has
",0.0,0.0
17273,"feelings for you.
",0.0,0.0
17274,"He does?
",0.0,0.0
17275,"Say again?
",0.0,0.0
17276,"That's right. That's right.
",0.2857142857142857,0.5357142857142857
17277,"And that is why you can't
",0.0,0.0
17278,"stay here tonight.
",0.0,0.0
17279,"And probably why you shouldn't come
",0.0,0.0
17280,"to the wedding.
",0.0,0.0
17281,"Feelings. Such strong feelings.
",0.21666666666666665,0.6166666666666667
17282,"I mean, I realize that his feelings
",-0.3125,0.6875
17283,"may never completely go away. . .
",-0.05,0.4
17284,". . .but you can.
",0.0,0.0
17285,"Oh, my God.
",0.0,0.0
17286,"I understand. I am so sorry.
",-0.5,1.0
17287,"I'll go.
",0.0,0.0
17288,"Goodbye, Monica.
",0.0,0.0
17289,"I wish you a lifetime
",0.0,0.0
17290,"of happiness with him.
",0.7,0.2
17291,"Chandler.
",0.0,0.0
17292,"You call me when this goes
",0.0,0.0
17293,"in the pooper.
",0.0,0.0
17294,"I've got this section covered.
",0.0,0.0
17295,"Yeah, in fact, I've got this baby
",0.0,0.0
17296,"to shine in people's eyes.
",0.0,0.0
17297,"Okay, see you later.
",0.25,0.25
17298,"I just wanted
",0.0,0.0
17299,"to show Monica your book.
",0.0,0.0
17300,"<font color=""#ffff00"" size=14>www.tvsubtitles.net
",0.0,0.0
17301,"- Hey, everybody. Happy Thanksgiving.
",0.8,1.0
17302,"- No, no, no.
",0.0,0.0
17303,"Are we keeping Thanksgiving
",0.0,0.0
17304,"a secret this year?
",-0.4,0.7
17305,"We're playing a game
",-0.4,0.4
17306,"I learned.
",0.0,0.0
17307,"You have to name all the states
",0.0,0.0
17308,"in six minutes.
",0.0,0.0
17309,"What? That's like insanely easy.
",0.43333333333333335,0.8333333333333334
17310,"It's harder than it sounds.
",-0.1,0.0
17311,"You always forget one.
",0.0,0.0
17312,"Or in some cases, 14.
",0.0,0.0
17313,"It's stupid and I wasn't playing with
",-0.7999999999999999,1.0
17314,"people, so technically, I didn't lose.
",0.0,0.1
17315,"You forgot 14 states?
",0.0,0.0
17316,"Nobody cares about the Dakotas!
",0.0,0.0
17317,"Okay, time's up.
",0.5,0.5
17318,"All right, I got 48.
",0.2857142857142857,0.5357142857142857
17319,"That's not bad. Pheebs?
",0.3499999999999999,0.6666666666666666
17320,"I got tired of naming states,
",-0.4,0.7
17321,"so I listed the types of celery.
",0.0,0.0
17322,"And I have one, regular celery.
",0.0,0.07692307692307693
17323,"So Rachel's got 48
",0.0,0.0
17324,"and Phoebe has the lead in...
",0.0,0.0
17325,"...vegetables. Joey?
",0.0,0.0
17326,"Say hello to the new champ
",0.13636363636363635,0.45454545454545453
17327,"of Chandler's dumb states game.
",-0.3875,0.45
17328,"- Wow, how many you got?
",0.3,0.75
17329,"- Fifty-six.
",0.0,0.0
17330,"The One Where Chandler Doesn't Like Dogs
",0.0,0.0
17331,"English Subtitles by
",0.0,0.0
17332,"Gelula/SDI
",0.0,0.0
17333,"Hey, how is New England not a state?
",0.13636363636363635,0.45454545454545453
17334,"They have a sports team.
",0.0,0.0
17335,"Does South Oregon have a sports team?
",0.0,0.0
17336,"There you go.
",0.0,0.0
17337,"Why one extra place setting?
",0.0,0.1
17338,"You invited your assistant.
",0.0,0.0
17339,"Oh, right, sorry. Tag's not coming.
",-0.10714285714285715,0.7678571428571428
17340,"His girlfriend came into town,
",0.0,0.0
17341,"so he's with her.
",0.0,0.0
17342,"Why didn't you tell me?
",0.0,0.0
17343,"I made him his own
",0.6,1.0
17344,"sweet potato stuffed pumpkin.
",0.35,0.65
17345,"I was going to,
",0.0,0.0
17346,"but then I figured...
",0.0,0.0
17347,"...your food is so delicious
",1.0,1.0
17348,"and perfect...
",1.0,1.0
17349,"...you can never have too many
",0.5,0.5
17350,"of those pumpkin things.
",0.0,0.0
17351,"You'd think I wouldn't enjoy that
",0.4,0.5
17352,"since it's so fake, but I still do.
",-0.5,1.0
17353,"Regular celery!
",0.0,0.07692307692307693
17354,"I already have that.
",0.0,0.0
17355,"Done...
",0.0,0.0
17356,"...with time to spare.
",0.0,0.0
17357,"- This may be a new world's record.
",0.13636363636363635,0.45454545454545453
17358,"- I hate to lecture you guys...
",-0.8,0.9
17359,"...but it's disgraceful that
",0.0,0.0
17360,"a group of well-educated adults...
",0.0,0.0
17361,"...and Joey can't name all the states.
",0.0,0.0
17362,"You ever see a map or one of those
",0.0,0.0
17363,"round colorful things called a globe?
",0.04999999999999999,0.4
17364,"Magellan? You got 46 states.
",0.0,0.0
17365,"- What? That's impossible.
",-0.6666666666666666,1.0
17366,"- Forty-six.
",0.0,0.0
17367,"Well, who's well-educated now,
",0.0,0.0
17368,"Mr. L-Forgot-Ten-States?
",0.0,0.0
17369,"I'm going to go turn on Joey's oven.
",0.0,0.0
17370,"Please, watch him.
",0.0,0.0
17371,"Do not let Joey eat any of the food.
",0.0,0.0
17372,"I am only one man.
",0.0,1.0
17373,"- Okay, time is up.
",0.5,0.5
17374,"- Now, just give me another minute.
",0.0,0.0
17375,"If you don't know them by now,
",0.0,0.0
17376,"you never will, okay?
",0.5,0.5
17377,"That is the beauty of this game.
",-0.4,0.4
17378,"It makes you want to kill yourself.
",0.0,0.0
17379,"This is crazy. I can do this.
",-0.6,0.9
17380,"All right, I bet I can get
",0.2857142857142857,0.5357142857142857
17381,"all 50 before dinner.
",0.0,0.0
17382,"Okay, but if you can't, no dinner.
",0.5,0.5
17383,"You're on.
",0.0,0.0
17384,"Don't look at my list, because there's
",0.0,0.0
17385,"a lot on there that you don't have.
",0.0,0.0
17386,"Did you know your oven doesn't work?
",0.0,0.0
17387,"The drawer full of takeout
",0.35,0.55
17388,"menus is okay, right?
",0.39285714285714285,0.5178571428571428
17389,"Ross, I'm gonna use yours.
",0.0,0.0
17390,"Chandler, give me a hand.
",0.0,0.0
17391,"Joey, do not let Ross look at maps
",0.0,0.0
17392,"or the globe in your apartment.
",0.0,0.0
17393,"Don't worry.
",0.0,0.0
17394,"It's not a globe of the United States.
",0.0,0.0
17395,"I'm gonna go out and take a walk.
",0.0,0.0
17396,"Phoebe, why is your bag moving?
",0.0,0.0
17397,"- Oh, it's not.
",0.0,0.0
17398,"- Seriously, it's moving.
",-0.3333333333333333,0.6666666666666666
17399,"- What the hell's in there?
",0.0,0.0
17400,"- It's just my knitting. That's all.
",0.0,0.0
17401,"Yes, I knit this.
",0.0,0.0
17402,"I'm very good.
",0.9099999999999999,0.7800000000000001
17403,"Ross' apartment is nice.
",0.6,1.0
17404,"Why don't we hang out here?
",0.0,0.0
17405,"Maybe because it smells weird.
",-0.5,1.0
17406,"It's like old pumpkins or something.
",0.1,0.2
17407,"- That's my pie.
",0.0,0.0
17408,"- Which smells delicious.
",1.0,1.0
17409,"- Uh-oh. Uh-oh.
",0.0,0.0
17410,"- What?
",0.0,0.0
17411,"We left Joey alone with the food.
",0.0,0.0
17412,"Yep, yep, I knew it.
",0.0,0.0
17413,"There he is...
",0.0,0.0
17414,"...feeding stuffing to a dog!
",0.0,0.0
17415,"Hi, Geller-Bing residence.
",0.0,0.0
17416,"How can I help?
",0.0,0.0
17417,"Why is a dog in our apartment?
",0.0,0.0
17418,"I'm sorry, who's this?
",-0.5,1.0
17419,"There's a dog sitting on my couch.
",0.0,0.0
17420,"Tell her I'm allergic, and I will sue!
",0.0,0.0
17421,"- There's no dog here.
",0.0,0.0
17422,"- There is!
",0.0,0.0
17423,"He's black and white and shaggy.
",-0.08333333333333333,0.21666666666666667
17424,"He's sitting next to Rachel
",0.0,0.0
17425,"and licking her hand. 
",0.0,0.0
17426,"Oh, my God! Where are you?
",0.0,0.0
17427,"I'll be right there.
",0.2857142857142857,0.5357142857142857
17428,"They're here already?
",0.0,0.0
17429,"How are they doing this?!
",0.0,0.0
17430,"Hi, Tag.
",0.0,0.0
17431,"What are you doing here?
",0.0,0.0
17432,"I wanted to see if your offer
",0.0,0.0
17433,"was still good.
",0.7,0.6000000000000001
17434,"Well, sure. Come in.
",0.5,0.8888888888888888
17435,"Well, what happened
",0.0,0.0
17436,"to your girlfriend?
",0.0,0.0
17437,"We kind of broke up this morning.
",0.6,0.9
17438,"- Oh, I'm sorry.
",-0.5,1.0
17439,"- Yeah, so she went back to Ohio.
",0.0,0.0
17440,"Ohio, thank you.
",0.0,0.0
17441,"Where's the dog?
",0.0,0.0
17442,"What dog? There's no dog here.
",0.0,0.0
17443,"Yeah, that dog left.
",0.0,0.0
17444,"Phoebe. Phoebe, open up.
",0.0,0.5
17445,"There's no dog in here.
",0.0,0.0
17446,"Phoebe, we can hear the dog barking.
",0.0,0.0
17447,"No, that's just me coughing.
",0.0,0.0
17448,"Oh, good. There you are.
",0.7,0.6000000000000001
17449,"Listen, I have a dog in my room.
",0.0,0.0
17450,"What is it doing here?
",0.0,0.0
17451,"I'm watching it for friends
",0.0,0.0
17452,"who left town.
",0.0,0.0
17453,"Wait.
",0.0,0.0
17454,"Hello, my name is Klunkers.
",0.0,0.0
17455,"May I please stay
",0.0,0.0
17456,"with you nice people?
",0.6,1.0
17457,"I wish he could stay,
",0.0,0.0
17458,"but Chandler's allergic.
",0.0,0.0
17459,"Extremely allergic, okay?
",0.1875,0.75
17460,"If I'm anywhere near a dog
",0.1,0.4
17461,"for more than five minutes...
",0.5,0.5
17462,"...my throat will just close up.
",0.0,0.0
17463,"That's odd. This dog's been
",-0.16666666666666666,0.25
17464,"living here for the past three days.
",-0.25,0.25
17465,"Really?
",0.2,0.2
17466,"If he's been here
",0.0,0.0
17467,"that long...
",-0.05,0.4
17468,"...without a reaction, maybe
",0.0,0.0
17469,"you're not allergic to it.
",0.0,0.0
17470,"It still has to go, right?
",0.2857142857142857,0.5357142857142857
17471,"Why?
",0.0,0.0
17472,"- Okay, it's...
",0.5,0.5
17473,"- Don't do it!
",0.0,0.0
17474,"- Don't do what?
",0.0,0.0
17475,"- I have to.
",0.0,0.0
17476,"Okay? It's time.
",0.5,0.5
17477,"Okay, I hate dogs.
",-0.15000000000000002,0.7
17478,"- What?!
",0.0,0.0
17479,"- That's crazy? Why?
",-0.6,0.9
17480,"Told you.
",0.0,0.0
17481,"They are needy...
",0.0,0.0
17482,"...jumpy, and you can't tell
",0.0,0.0
17483,"what they are thinking...
",0.0,0.0
17484,"...and that scares me a little bit.
",-0.1875,0.5
17485,"You're right. They are scary.
",-0.10714285714285715,0.7678571428571428
17486,"She just ate a treat out of my hand!
",0.0,0.0
17487,"Wait. Do you not like all dogs?
",0.0,0.0
17488,"I mean, not even puppies?
",-0.3125,0.6875
17489,"Is there a puppy here?
",0.0,0.0
17490,"- You don't like puppies?
",0.0,0.0
17491,"- Okay, you are new.
",0.3181818181818182,0.4772727272727273
17492,"Look, Chandler, I told you. Never
",0.0,0.0
17493,"tell anyone about this dog thing.
",0.0,0.0
17494,"It's like Ross not liking ice cream.
",0.0,0.0
17495,"- You don't like ice cream?
",0.0,0.0
17496,"- It's too cold!
",-0.75,1.0
17497,"It's just that dogs make me
",0.0,0.0
17498,"a little uncomfortable.
",-0.34375,0.75
17499,"Hurts my teeth.
",0.0,0.0
17500,"And I don't want you guys
",0.0,0.0
17501,"to hate me...
",-0.8,0.9
17502,"...but I don't think I can be around
",0.0,0.0
17503,"that dog anymore, okay?
",0.5,0.5
17504,"So either the dog goes or I go.
",0.0,0.0
17505,"Oh, my God!
",0.0,0.0
17506,"How can I not get this?
",0.0,0.0
17507,"I'm a college professor.
",0.0,0.0
17508,"I got 1 450 on my SATs.
",0.0,0.0
17509,"Twelve fifty.
",0.0,0.0
17510,"Damn, I forgot you were here.
",0.0,0.0
17511,"We're gonna take Klunkers to Ross'.
",0.0,0.0
17512,"We'll be back soon.
",0.0,0.0
17513,"Can I ask you a question?
",0.0,0.0
17514,"When a guy breaks up
",0.0,0.0
17515,"with his girlfriend...
",0.0,0.0
17516,"...what is an appropriate amount
",0.5,0.5
17517,"of time to wait before making a move?
",0.0,0.0
17518,"I'd say about a month.
",0.0,0.0
17519,"Really? I'd say three to four.
",0.2,0.2
17520,"Half-hour.
",0.0,0.0
17521,"Interesting.
",0.5,0.5
17522,"When it's your assistant,
",0.0,0.0
17523,"I'd say never.
",0.0,0.0
17524,"All right, Rach, the big question is,
",0.14285714285714285,0.31785714285714284
17525,"does he like you?
",0.0,0.0
17526,"Because if he doesn't like you,
",0.0,0.0
17527,"this is all a moo point.
",0.0,0.0
17528,"A ""moo"" point?
",0.0,0.0
17529,"Yeah. It's like a cow's opinion.
",-0.13333333333333333,0.16666666666666666
17530,"It just doesn't matter.
",0.0,0.0
17531,"It's ""moo. ""
",0.0,0.0
17532,"Have I been living with him
",0.0,0.0
17533,"for too long, or did that make sense?
",-0.05,0.4
17534,"Don't listen to Joey.
",0.0,0.0
17535,"Okay, would you look at him?
",0.5,0.5
17536,"He's obviously depressed.
",0.0,0.5
17537,"He's away from his family.
",0.0,0.0
17538,"What he needs right now is
",0.2857142857142857,0.5357142857142857
17539,"for you to be his friend.
",0.0,0.0
17540,"You're right. I'm sorry.
",-0.10714285714285715,0.7678571428571428
17541,"Thank you.
",0.0,0.0
17542,"- Okay, that's what I'm going to do.
",0.5,0.5
17543,"- Fine, take their advice.
",0.4166666666666667,0.5
17544,"No one ever listens to me.
",0.0,0.0
17545,"When the package is this pretty,
",0.25,1.0
17546,"no one cares what's inside.
",0.0,0.0
17547,"How you holding up?
",0.0,0.0
17548,"Not bad.
",0.3499999999999999,0.6666666666666666
17549,"- I'm sorry about your girlfriend.
",-0.5,1.0
17550,"- Thanks.
",0.2,0.2
17551,"- Were you guys together a long time?
",-0.05,0.4
