,Dialogue,preprocess_txt,total_len,pos_count,neg_count,sentiment
16934,"want to come.
","['want', 'come']",2,0,0,0.0
16935,"-Really?
",['really'],1,0,0,0.0
16936,"-No, that was a lie.
",['lie'],1,0,1,-1.0
16937,"See how easy that was?
","['see', 'easy']",2,1,0,0.5
16938,"So you would have just lied?
","['would', 'lied']",2,0,1,-0.5
16939,"Yes.
",['yes'],1,0,0,0.0
16940,"-It would have really been that easy?
","['would', 'really', 'easy']",3,1,0,0.33
16941,"-Yes.
",['yes'],1,0,0,0.0
16942,"Do it Saturday. We're having
",['saturday'],1,0,0,0.0
16943,"dinner with her and Clark.
","['dinner', 'clark']",2,0,0,0.0
16944,"Hey, what's up?
",['hey'],1,0,0,0.0
16945,"Hey, who's your friend?
","['hey', 'friend']",2,0,0,0.0
16946,"-Hey, Joey.
","['hey', 'joey']",2,0,0,0.0
16947,"-Erin.
",['erin'],1,0,0,0.0
16948,"You're still here.
",['still'],1,0,0,0.0
16949,"We ended up spending the day together
","['ended', 'spending', 'day', 'together']",4,0,0,0.0
16950,"and had such a great time.
","['great', 'time']",2,1,0,0.5
16951,"Why wouldn't you? Erin is great.
","['erin', 'great']",2,1,0,0.5
16952,"And then there's you guys.
",['guy'],1,0,0,0.0
16953,"Well, listen, I better get going.
","['well', 'listen', 'better', 'get', 'going']",5,2,0,0.4
16954,"Today was great. Thanks.
","['today', 'great', 'thanks']",3,1,0,0.33
16955,"And Joey, last night was fun.
","['joey', 'last', 'night', 'fun']",4,1,0,0.25
16956,"Yeah. I'll call you.
","['yeah', 'call']",2,0,0,0.0
16957,"-I'll call you too.
",['call'],1,0,0,0.0
16958,"-Or I'll call you.
",['call'],1,0,0,0.0
16959,"-And call me.
",['call'],1,0,0,0.0
16960,"-Okay.
",['okay'],1,0,0,0.0
16961,"Good to see you again.
","['good', 'see']",2,1,0,0.5
16962,"-Bye-bye.
","['bye', 'bye']",2,0,0,0.0
16963,"-Bye.
",['bye'],1,0,0,0.0
16964,"The system kind of broke down, huh?
","['system', 'kind', 'broke', 'huh']",4,0,1,-0.25
16965,"Joey, I'm sorry. I just couldn't
","['joey', 'sorry']",2,0,1,-0.5
16966,"tell her all those things.
","['tell', 'thing']",2,0,0,0.0
16967,"And we got to talking, and l--
","['got', 'talking', 'l']",3,0,0,0.0
16968,"We want you to marry her.
","['want', 'marry']",2,0,0,0.0
16969,"What?
",[],0,0,0,
16970,"She is so amazing. You have no idea.
","['amazing', 'idea']",2,1,0,0.5
16971,"Who do you think brought her here?
","['think', 'brought']",2,0,0,0.0
16972,"Cupid.
",['cupid'],1,0,0,0.0
16973,"She's so cool.
",['cool'],1,1,0,1.0
16974,"She speaks four languages.
","['speaks', 'four', 'language']",3,0,0,0.0
16975,"Man, do you know what guys want.
","['man', 'know', 'guy', 'want']",4,0,0,0.0
16976,"Come on, she's so perfect for you.
","['come', 'perfect']",2,1,0,0.5
16977,"She's sweet.
",['sweet'],1,1,0,1.0
16978,"She likes baseball.
","['like', 'baseball']",2,1,0,0.5
16979,"She had two beers at lunch.
","['two', 'beer', 'lunch']",3,0,0,0.0
16980,"My beers?!
",['beer'],1,0,0,0.0
16981,"Look, she's a very nice girl.
","['look', 'nice', 'girl']",3,1,0,0.33
16982,"We had a very good time,
","['good', 'time']",2,1,0,0.5
16983,"but I don't see it going anywhere.
","['see', 'going', 'anywhere']",3,0,0,0.0
16984,"You always say that.
","['always', 'say']",2,0,0,0.0
16985,"Maybe if you gave her a chance,
","['maybe', 'gave', 'chance']",3,0,0,0.0
16986,"it would go somewhere.
","['would', 'go', 'somewhere']",3,0,0,0.0
16987,"I'm sorry, you guys.
","['sorry', 'guy']",2,0,1,-0.5
16988,"I just don't think so.
",['think'],1,0,0,0.0
16989,"-Whatever.
",['whatever'],1,0,0,0.0
16990,"-Fine.
",['fine'],1,1,0,1.0
16991,"Hey, don't start judging me.
","['hey', 'start', 'judging']",3,0,0,0.0
16992,"You're in love with your assistant.
","['love', 'assistant']",2,1,0,0.5
16993,"You're sleeping with the guy
","['sleeping', 'guy']",2,0,0,0.0
16994,"who keeps pigeons on the roof.
","['keep', 'pigeon', 'roof']",3,0,0,0.0
16995,"Phoebe!
",['phoebe'],1,0,0,0.0
16996,"Secret affair.
","['secret', 'affair']",2,0,0,0.0
16997,"People are doing it
",['people'],1,0,0,0.0
16998,"in front of my book.
","['front', 'book']",2,0,0,0.0
16999,"I'm sorry?
",['sorry'],1,0,1,-1.0
17000,"My doctoral dissertation is in the
","['doctoral', 'dissertation']",2,0,0,0.0
17001,"library at school. I went to see it.
","['library', 'school', 'went', 'see']",4,0,0,0.0
17002,"And there were students making babies
","['student', 'making', 'baby']",3,0,0,0.0
17003,"right in the paleontology section.
","['right', 'paleontology', 'section']",3,1,0,0.33
17004,"Oh, my God.
","['oh', 'god']",2,0,0,0.0
17005,"Did you get to see anything good?
","['get', 'see', 'anything', 'good']",4,1,0,0.25
17006,"At your school. . .
",['school'],1,0,0,0.0
17007,". . .was there a place on campus
","['place', 'campus']",2,0,0,0.0
17008,"where students went to fool around?
","['student', 'went', 'fool', 'around']",4,0,1,-0.25
17009,"Yeah, there was.
",['yeah'],1,0,0,0.0
17010,"In the corner of the library where all
","['corner', 'library']",2,0,0,0.0
17011,"the books were that nobody ever read.
","['book', 'nobody', 'ever', 'read']",4,0,0,0.0
17012,"Yes, there was.
",['yes'],1,0,0,0.0
17013,"Great, because people kept showing up.
","['great', 'people', 'kept', 'showing']",4,1,0,0.25
17014,"I think it's like a thing.
","['think', 'like', 'thing']",3,1,0,0.33
17015,"Hold on a second.
","['hold', 'second']",2,0,0,0.0
17016,"Fifth floor, against that back wall?
","['fifth', 'floor', 'back', 'wall']",4,0,0,0.0
17017,"Oh, for crying out loud!
","['oh', 'cry', 'loud']",3,0,2,-0.67
17018,"-So we should go catch our movie.
","['go', 'catch', 'movie']",3,0,0,0.0
17019,"-What's the rush?
",['rush'],1,0,0,0.0
17020,"I'd like to see the previews.
","['like', 'see', 'preview']",3,1,0,0.33
17021,"The candy.
",['candy'],1,0,0,0.0
17022,"-Oh, hey.
","['oh', 'hey']",2,0,0,0.0
17023,"-Well, look who's here.
","['well', 'look']",2,1,0,0.5
17024,"-Hey, Joey.
","['hey', 'joey']",2,0,0,0.0
17025,"-Hey, Erin.
","['hey', 'erin']",2,0,0,0.0
17026,"-Hey, Rachel.
","['hey', 'rachel']",2,0,0,0.0
17027,"-Hi.
",['hi'],1,0,0,0.0
17028,"We were about to take off
",['take'],1,0,0,0.0
17029,"and see a movie.
","['see', 'movie']",2,0,0,0.0
17030,"-Oh, no!
",['oh'],1,0,0,0.0
17031,"-What's wrong?
",['wrong'],1,0,1,-1.0
17032,"Phoebe, we forgot that party
","['phoebe', 'forgot', 'party']",3,0,0,0.0
17033,"we have to go to.
",['go'],1,0,0,0.0
17034,"Oh, no.
",['oh'],1,0,0,0.0
17035,"What party?
",['party'],1,0,0,0.0
17036,"A birthday party.
","['birthday', 'party']",2,0,0,0.0
17037,"Whose birthday party?
","['whose', 'birthday', 'party']",3,0,0,0.0
17038,"Alison's birthday party.
","['alison', 'birthday', 'party']",3,0,0,0.0
17039,"And how old is Alison?
","['old', 'alison']",2,0,0,0.0
17040,"Thirty-two.
","['thirty', 'two']",2,0,0,0.0
17041,"Wait a minute.
","['wait', 'minute']",2,0,0,0.0
17042,"Why don't you guys do something?
","['guy', 'something']",2,0,0,0.0
17043,"Look how that worked out.
","['look', 'worked']",2,1,0,0.5
17044,"Excuse me. Hi, I'm a professor here.
","['excuse', 'hi', 'professor']",3,0,1,-0.33
17045,"Do you know the paleontology section,
","['know', 'paleontology', 'section']",3,0,0,0.0
17046,"fifth floor, stack 437?
","['fifth', 'floor', 'stack']",3,0,0,0.0
17047,"Well, yes.
","['well', 'yes']",2,1,0,0.5
17048,"Just give me five minutes.
","['give', 'five', 'minute']",3,0,0,0.0
17049,"I just have to find someone
","['find', 'someone']",2,0,0,0.0
17050,"to cover my shift.
","['cover', 'shift']",2,0,0,0.0
17051,"No, no, no.
",[],0,0,0,
17052,"Can I speak to someone in charge?
","['speak', 'someone', 'charge']",3,0,0,0.0
17053,"How can I help?
",['help'],1,0,0,0.0
17054,"Hi, I was wondering, is it possible
","['hi', 'wondering', 'possible']",3,0,0,0.0
17055,"to increase security. . .
","['increase', 'security']",2,0,0,0.0
17056,". . .in the paleontology section?
","['paleontology', 'section']",2,0,0,0.0
17057,"I wrote a book that's up there.
","['wrote', 'book']",2,0,0,0.0
17058,"And instead of reading it,
","['instead', 'reading']",2,0,0,0.0
17059,"people are. . . .
",['people'],1,0,0,0.0
17060,"Well, they're rolling around
","['well', 'rolling', 'around']",3,1,0,0.33
17061,"in front of it.
",['front'],1,0,0,0.0
17062,"We are aware of the problem
","['aware', 'problem']",2,0,1,-0.5
17063,"you're referring to.
",['referring'],1,0,0,0.0
17064,"As far as increasing security,
","['far', 'increasing', 'security']",3,0,0,0.0
17065,"I'm afraid the library's understaffed.
","['afraid', 'library', 'understaffed']",3,0,1,-0.33
17066,"I can't help you.
",['help'],1,0,0,0.0
17067,"Well, fine.
","['well', 'fine']",2,2,0,1.0
17068,"If I'm the only person
",['person'],1,0,0,0.0
17069,"with any appreciation. . .
",['appreciation'],1,0,0,0.0
17070,". . .of the sanctity of the written
","['sanctity', 'written']",2,0,0,0.0
17071,"word, then I'll go defend it myself.
","['word', 'go', 'defend']",3,1,1,0.0
17072,"Don't you follow me.
",['follow'],1,0,0,0.0
17073,"-How did it go with Erin?
","['go', 'erin']",2,0,0,0.0
17074,"-Unbelievable.
",['unbelievable'],1,0,1,-1.0
17075,"We had the best time.
","['best', 'time']",2,1,0,0.5
17076,"-So you're not mad anymore?
","['mad', 'anymore']",2,0,1,-0.5
17077,"-No, no. You guys were totally right.
","['guy', 'totally', 'right']",3,1,0,0.33
17078,"This was much better than
","['much', 'better']",2,1,0,0.5
17079,"the first date.
","['first', 'date']",2,0,0,0.0
17080,"It was awkward.
",['awkward'],1,0,1,-1.0
17081,"We were both nervous.
",['nervous'],1,0,1,-1.0
17082,"-Didn't you sleep together?
","['sleep', 'together']",2,0,0,0.0
17083,"-Yeah, that calms me down.
","['yeah', 'calm']",2,1,0,0.5
17084,"And we have so much in common.
","['much', 'common']",2,0,0,0.0
17085,"She loves sandwiches, sports.
","['love', 'sandwich', 'sport']",3,1,0,0.33
17086,"Although she is a Met fan.
","['although', 'met', 'fan']",3,0,0,0.0
17087,"Not an issue now,
",['issue'],1,0,1,-1.0
17088,"but if we had kids. . . .
",['kid'],1,0,0,0.0
17089,"Oh, my God! Listen to you talking
","['oh', 'god', 'listen', 'talking']",4,0,0,0.0
17090,"about having kids.
",['kid'],1,0,0,0.0
17091,"Oh, my Joey.
","['oh', 'joey']",2,0,0,0.0
17092,"Please don't get married before I do.
","['please', 'get', 'married']",3,1,1,0.0
17093,"I just cannot believe
",['believe'],1,0,0,0.0
17094,"that Clark stood me up.
","['clark', 'stood']",2,0,0,0.0
17095,"He may still show up.
","['may', 'still', 'show']",3,0,0,0.0
17096,"What are you, stupid?
",['stupid'],1,0,1,-1.0
17097,"-It's been three hours.
","['three', 'hour']",2,0,0,0.0
17098,"-Is that all?
",[],0,0,0,
17099,"Let's go on to happier things.
","['let', 'go', 'happier', 'thing']",4,1,0,0.25
17100,"Why don't you tell me
",['tell'],1,0,0,0.0
17101,"about your lovely wedding.
","['lovely', 'wedding']",2,1,0,0.5
17102,"There was something that we wanted
","['something', 'wanted']",2,0,0,0.0
17103,"to tell you about the wedding.
","['tell', 'wedding']",2,0,0,0.0
17104,"It's going to be a small ceremony.
","['going', 'small', 'ceremony']",3,0,0,0.0
17105,"Tiny.
",['tiny'],1,0,0,0.0
17106,"We're not even sure
","['even', 'sure']",2,0,0,0.0
17107,"why we're having it.
",[],0,0,0,
17108,"It's actually going to be just family.
","['actually', 'going', 'family']",3,0,0,0.0
17109,"Oh, wait.
","['oh', 'wait']",2,0,0,0.0
17110,"You two think of me as family?
","['two', 'think', 'family']",3,0,0,0.0
17111,"I have to ask you something now,
","['ask', 'something']",2,0,0,0.0
17112,"and be honest.
",['honest'],1,1,0,1.0
17113,"Do you want me to sing
","['want', 'sing']",2,0,0,0.0
17114,"""Careless Whisper"" or ""Lady in Red""?
","['careless', 'whisper', 'lady', 'red']",4,0,1,-0.25
17115,"How can you say that?
",['say'],1,0,0,0.0
17116,"The Mets have no closer.
","['mets', 'closer']",2,0,0,0.0
17117,"-What about Benitez?
",['benitez'],1,0,0,0.0
17118,"-What about game one of the series?
","['game', 'one', 'series']",3,0,0,0.0
17119,"-What about shut up?
",['shut'],1,0,0,0.0
17120,"-You shut up.
",['shut'],1,0,0,0.0
17121,"I love arguing with her.
","['love', 'arguing']",2,1,0,0.5
17122,"-Be right back.
","['right', 'back']",2,1,0,0.5
17123,"-Okay.
",['okay'],1,0,0,0.0
17124,"How's it going with Joey?
","['going', 'joey']",2,0,0,0.0
17125,"Oh, okay.
","['oh', 'okay']",2,0,0,0.0
17126,"Okay?
",['okay'],1,0,0,0.0
17127,"Tell me that you like him, please.
","['tell', 'like', 'please']",3,2,1,0.33
17128,"I mean, tell me that you like him.
","['mean', 'tell', 'like']",3,2,1,0.33
17129,"He's a really great guy, and I know
","['really', 'great', 'guy', 'know']",4,1,0,0.25
17130,"you really want this to work out. . .
","['really', 'want', 'work']",3,1,0,0.33
17131,". . .but I just don't see this
",['see'],1,0,0,0.0
17132,"having a future.
",['future'],1,0,0,0.0
17133,"But you said that you liked him.
","['said', 'liked']",2,1,0,0.5
17134,"What happened?
",['happened'],1,0,0,0.0
17135,"Did you just change your mind?
","['change', 'mind']",2,0,0,0.0
17136,"-Kind of.
",['kind'],1,0,0,0.0
17137,"-Then change it back!
","['change', 'back']",2,0,0,0.0
17138,"I'm sorry.
",['sorry'],1,0,1,-1.0
17139,"It's just, there's no real spark.
","['real', 'spark']",2,0,0,0.0
17140,"Didn't you sleep together?
","['sleep', 'together']",2,0,0,0.0
17141,"Yeah.
",['yeah'],1,0,0,0.0
17142,"Tramp.
",['tramp'],1,0,1,-1.0
17143,"Does Joey have any idea?
","['joey', 'idea']",2,0,0,0.0
17144,"I don't think he does.
",['think'],1,0,0,0.0
17145,"You know what?
",['know'],1,0,0,0.0
17146,"Maybe you could tell him
","['maybe', 'could', 'tell']",3,0,0,0.0
17147,"I'm not interested. . .
",['interested'],1,0,0,0.0
17148,". . .in a serious relationship.
","['serious', 'relationship']",2,0,0,0.0
17149,"You mean, like,
","['mean', 'like']",2,2,1,0.5
17150,"that you're kind of a loner?
","['kind', 'loner']",2,0,1,-0.5
17151,"Yeah, that'd be great.
","['yeah', 'great']",2,1,0,0.5
17152,"And maybe that you're a real stronzo.
","['maybe', 'real', 'stronzo']",3,0,0,0.0
17153,"I'm sorry.
",['sorry'],1,0,1,-1.0
17154,"I guess ltalian isn't one
","['guess', 'ltalian', 'one']",3,0,0,0.0
17155,"of the four languages you speak.
","['four', 'language', 'speak']",3,0,0,0.0
17156,"-Hey. Want to go?
","['hey', 'want', 'go']",3,0,0,0.0
17157,"-Yeah, let's go.
","['yeah', 'let', 'go']",3,0,0,0.0
17158,"-Okay. See you guys later.
","['okay', 'see', 'guy', 'later']",4,0,0,0.0
17159,"-Bye, guys.
","['bye', 'guy']",2,0,0,0.0
17160,"Hey, thank you so much.
","['hey', 'thank', 'much']",3,1,0,0.33
17161,"Wow.
",['wow'],1,1,0,1.0
17162,"I guess it wasn't cupid
","['guess', 'cupid']",2,0,0,0.0
17163,"that brought her here.
",['brought'],1,0,0,0.0
17164,"No, just a regular old flying dwarf.
","['regular', 'old', 'flying', 'dwarf']",4,0,0,0.0
17165,"Yes, yes. How can I help you?
","['yes', 'yes', 'help']",3,0,0,0.0
17166,"We were just looking around.
","['looking', 'around']",2,0,0,0.0
17167,"Oh, you're fellow scholars.
","['oh', 'fellow', 'scholar']",3,0,0,0.0
17168,"What exactly were you looking for?
","['exactly', 'looking']",2,0,0,0.0
17169,"Perhaps Dr. Chester Stock's
","['perhaps', 'dr', 'chester', 'stock']",4,0,0,0.0
17170,"musings. . .
",['musing'],1,0,0,0.0
17171,". . .on the Smilodon californicus?
","['smilodon', 'californicus']",2,0,0,0.0
17172,"Get out of here!
",['get'],1,0,0,0.0
17173,"Meeting someone?
","['meeting', 'someone']",2,0,0,0.0
17174,"Or are you just here to brush up. . .
",['brush'],1,0,0,0.0
17175,". . .on Merriam's views on evolution?
","['merriam', 'view', 'evolution']",3,0,0,0.0
17176,"Actually, I find Merriam's views
","['actually', 'find', 'merriam', 'view']",4,0,0,0.0
17177,"far too progressionist.
","['far', 'progressionist']",2,0,0,0.0
17178,"I find Merriam's views
","['find', 'merriam', 'view']",3,0,0,0.0
17179,"far too progressionist.
","['far', 'progressionist']",2,0,0,0.0
17180,"I'm sorry. Who are you?
",['sorry'],1,0,1,-1.0
17181,"I'm a professor here. Ross Geller.
","['professor', 'ross', 'geller']",3,0,0,0.0
17182,"Ross Geller? Why do I know that name?
","['ross', 'geller', 'know', 'name']",4,0,0,0.0
17183,"It's a. . . .
",[],0,0,0,
17184,"Wait.
",['wait'],1,0,0,0.0
17185,"Did you write this?
",['write'],1,0,0,0.0
17186,"Yes.
",['yes'],1,0,0,0.0
17187,"You're the person
",['person'],1,0,0,0.0
17188,"who checked out my book?
","['checked', 'book']",2,0,0,0.0
17189,"You know, you look nothing
","['know', 'look', 'nothing']",3,0,0,0.0
17190,"like I would have thought.
","['like', 'would', 'thought']",3,1,0,0.33
17191,"You're so young.
",['young'],1,0,0,0.0
17192,"Well, I skipped fourth grade.
","['well', 'skipped', 'fourth', 'grade']",4,1,0,0.25
17193,"I am very, very sorry.
",['sorry'],1,0,1,-1.0
17194,"-So how was your date?
",['date'],1,0,0,0.0
17195,"-Great. We walked around the Village.
","['great', 'walked', 'around', 'village']",4,1,0,0.25
17196,"We went to this ice cream place.
","['went', 'ice', 'cream', 'place']",4,0,0,0.0
17197,"Split a milk shake.
","['split', 'milk', 'shake']",3,0,2,-0.67
17198,"Seventy-thirty, but still.
","['seventy', 'thirty', 'still']",3,0,0,0.0
17199,"I'm thinking of taking her upstate
","['thinking', 'taking', 'upstate']",3,0,0,0.0
17200,"to one of those bed and breakfasts.
","['one', 'bed', 'breakfast']",3,0,0,0.0
17201,"Really? She said she wants to go?
","['really', 'said', 'want', 'go']",4,0,0,0.0
17202,"No, it's a surprise. It's gonna be
","['surprise', 'gon', 'na']",3,0,0,0.0
17203,"tricky, because she's busy at work.
","['tricky', 'busy', 'work']",3,1,1,0.0
17204,"Joey, look, honey,
","['joey', 'look', 'honey']",3,0,0,0.0
17205,"we need to talk, okay?
","['need', 'talk', 'okay']",3,0,0,0.0
17206,"I got the feeling from her. . .
","['got', 'feeling']",2,0,0,0.0
17207,". . .that she's not looking
",['looking'],1,0,0,0.0
17208,"for a serious relationship.
","['serious', 'relationship']",2,0,0,0.0
17209,"-Where are you getting this?
",['getting'],1,0,0,0.0
17210,"-She told me.
",['told'],1,0,0,0.0
17211,"She said she's kind of a loner.
","['said', 'kind', 'loner']",3,0,1,-0.33
17212,"-Joey--
",['joey'],1,0,0,0.0
17213,"-Hey, Rach, it's cool, you know.
","['hey', 'rach', 'cool', 'know']",4,1,0,0.25
17214,"I'm a loner too, right?
","['loner', 'right']",2,1,1,0.0
17215,"Hey, Joey. You know what?
","['hey', 'joey', 'know']",3,0,0,0.0
17216,"You are way too good for her.
","['way', 'good']",2,1,0,0.5
17217,"I promise, next time I will tell them
","['promise', 'next', 'time', 'tell']",4,1,0,0.25
17218,"you're not looking for a relationship.
","['looking', 'relationship']",2,0,0,0.0
17219,"No, don't do that. Just. . . .
",[],0,0,0,
17220,"-Next time, make sure she likes me.
","['next', 'time', 'make', 'sure', 'like']",5,1,0,0.2
17221,"-Well, that too.
",['well'],1,1,0,1.0
17222,"Joey?
",['joey'],1,0,0,0.0
17223,"-Do you want some pancakes?
","['want', 'pancake']",2,0,0,0.0
17224,"-Finally.
",['finally'],1,0,0,0.0
17225,"What are we gonna do?
","['gon', 'na']",2,0,0,0.0
17226,"I say we go with ""Careless Whisper. ""
","['say', 'go', 'careless', 'whisper']",4,0,1,-0.25
17227,"Chandler?
",['chandler'],1,0,0,0.0
17228,"Did she see us yet? Did she see us?
","['see', 'u', 'yet', 'see', 'u']",5,0,0,0.0
17229,"Janice, what are you doing here?
",['janice'],1,0,0,0.0
17230,"I thought I was gonna go back
","['thought', 'gon', 'na', 'go', 'back']",5,0,0,0.0
17231,"to my apartment. . .
",['apartment'],1,0,0,0.0
17232,". . .but I just felt like I really
","['felt', 'like', 'really']",3,1,0,0.33
17233,"couldn't be alone tonight.
","['alone', 'tonight']",2,0,0,0.0
17234,"I was just wondering if I could maybe
","['wondering', 'could', 'maybe']",3,0,0,0.0
17235,"stay here with you.
",['stay'],1,0,0,0.0
17236,"Just, I really feel like I need
","['really', 'feel', 'like', 'need']",4,1,0,0.25
17237,"to be with family.
",['family'],1,0,0,0.0
17238,"Our kids are gonna call her
","['kid', 'gon', 'na', 'call']",4,0,0,0.0
17239,"Aunt Janice, aren't they?
","['aunt', 'janice']",2,0,0,0.0
17240,"Please. Because otherwise,
","['please', 'otherwise']",2,1,1,0.0
17241,"I really don't know what I might do.
","['really', 'know', 'might']",3,0,0,0.0
17242,"Aren't you just a teensy bit curious?
","['teensy', 'bit', 'curious']",3,0,0,0.0
17243,"-You have any tissues?
",['tissue'],1,0,0,0.0
17244,"-Yeah, in the bathroom.
","['yeah', 'bathroom']",2,0,0,0.0
17245,"We'll just let her stay.
","['let', 'stay']",2,0,0,0.0
17246,"No. If we let her stay,
","['let', 'stay']",2,0,0,0.0
17247,"she will stay forever.
","['stay', 'forever']",2,0,0,0.0
17248,"-Kind of like your Barcalounger.
","['kind', 'like', 'barcalounger']",3,1,0,0.33
17249,"-Is that what you're thinking about?
",['thinking'],1,0,0,0.0
17250,"I never stop thinking about it.
","['never', 'stop', 'thinking']",3,0,0,0.0
17251,"Hey, you guys?
","['hey', 'guy']",2,0,0,0.0
17252,"Do either one of you want to get
","['either', 'one', 'want', 'get']",4,0,0,0.0
17253,"in there before I take my bath?
","['take', 'bath']",2,0,0,0.0
17254,"Janice, I'm sorry. . .
","['janice', 'sorry']",2,0,1,-0.5
17255,". . .but you can't stay here tonight.
","['stay', 'tonight']",2,0,0,0.0
17256,"Why not?
",[],0,0,0,
17257,"Honestly?
",['honestly'],1,0,0,0.0
17258,"Our apartment is a hotbed. . .
","['apartment', 'hotbed']",2,0,0,0.0
17259,". . .for electromagnetic activity.
","['electromagnetic', 'activity']",2,0,0,0.0
17260,"Monica and I have been immunized,
","['monica', 'immunized']",2,0,0,0.0
17261,"but sadly. . .
",['sadly'],1,0,1,-1.0
17262,". . .you have not.
",[],0,0,0,
17263,"I'm gonna need a comforter.
","['gon', 'na', 'need', 'comforter']",4,0,0,0.0
17264,"Do you have a hypoallergenic one?
","['hypoallergenic', 'one']",2,0,0,0.0
17265,"Because otherwise I get very nasal.
","['otherwise', 'get', 'nasal']",3,0,0,0.0
17266,"Do you have a cat?
",['cat'],1,0,0,0.0
17267,"Because it's already happening.
","['already', 'happening']",2,0,0,0.0
17268,"Do you hear that? Listen.
","['hear', 'listen']",2,0,0,0.0
17269,"Oh, my God! Oh, my God!
","['oh', 'god', 'oh', 'god']",4,0,0,0.0
17270,"You have to go.
",['go'],1,0,0,0.0
17271,"Why?
",[],0,0,0,
17272,"Because Chandler still has
","['chandler', 'still']",2,0,0,0.0
17273,"feelings for you.
",['feeling'],1,0,0,0.0
17274,"He does?
",[],0,0,0,
17275,"Say again?
",['say'],1,0,0,0.0
17276,"That's right. That's right.
","['right', 'right']",2,2,0,1.0
17277,"And that is why you can't
",[],0,0,0,
17278,"stay here tonight.
","['stay', 'tonight']",2,0,0,0.0
17279,"And probably why you shouldn't come
","['probably', 'come']",2,0,0,0.0
17280,"to the wedding.
",['wedding'],1,0,0,0.0
17281,"Feelings. Such strong feelings.
","['feeling', 'strong', 'feeling']",3,1,0,0.33
17282,"I mean, I realize that his feelings
","['mean', 'realize', 'feeling']",3,1,1,0.0
17283,"may never completely go away. . .
","['may', 'never', 'completely', 'go', 'away']",5,0,0,0.0
17284,". . .but you can.
",[],0,0,0,
17285,"Oh, my God.
","['oh', 'god']",2,0,0,0.0
17286,"I understand. I am so sorry.
","['understand', 'sorry']",2,0,1,-0.5
17287,"I'll go.
",['go'],1,0,0,0.0
17288,"Goodbye, Monica.
","['goodbye', 'monica']",2,0,0,0.0
17289,"I wish you a lifetime
","['wish', 'lifetime']",2,0,0,0.0
17290,"of happiness with him.
",['happiness'],1,1,0,1.0
17291,"Chandler.
",['chandler'],1,0,0,0.0
17292,"You call me when this goes
","['call', 'go']",2,0,0,0.0
17293,"in the pooper.
",['pooper'],1,0,0,0.0
17294,"I've got this section covered.
","['got', 'section', 'covered']",3,0,0,0.0
17295,"Yeah, in fact, I've got this baby
","['yeah', 'fact', 'got', 'baby']",4,0,0,0.0
17296,"to shine in people's eyes.
","['shine', 'people', 'eye']",3,1,0,0.33
17297,"Okay, see you later.
","['okay', 'see', 'later']",3,0,0,0.0
17298,"I just wanted
",['wanted'],1,0,0,0.0
17299,"to show Monica your book.
","['show', 'monica', 'book']",3,0,0,0.0
17300,"<font color=""#ffff00"" size=14>www.tvsubtitles.net
","['font', 'color', 'ffff', 'size', 'www', 'tvsubtitles', 'net']",7,0,0,0.0
17301,"- Hey, everybody. Happy Thanksgiving.
","['hey', 'everybody', 'happy', 'thanksgiving']",4,1,0,0.25
17302,"- No, no, no.
",[],0,0,0,
17303,"Are we keeping Thanksgiving
","['keeping', 'thanksgiving']",2,0,0,0.0
17304,"a secret this year?
","['secret', 'year']",2,0,0,0.0
17305,"We're playing a game
","['playing', 'game']",2,0,0,0.0
17306,"I learned.
",['learned'],1,0,0,0.0
17307,"You have to name all the states
","['name', 'state']",2,0,0,0.0
17308,"in six minutes.
","['six', 'minute']",2,0,0,0.0
17309,"What? That's like insanely easy.
","['like', 'insanely', 'easy']",3,2,1,0.33
17310,"It's harder than it sounds.
","['harder', 'sound']",2,0,0,0.0
17311,"You always forget one.
","['always', 'forget', 'one']",3,0,0,0.0
17312,"Or in some cases, 14.
",['case'],1,0,0,0.0
17313,"It's stupid and I wasn't playing with
","['stupid', 'playing']",2,0,1,-0.5
17314,"people, so technically, I didn't lose.
","['people', 'technically', 'lose']",3,0,1,-0.33
17315,"You forgot 14 states?
","['forgot', 'state']",2,0,0,0.0
17316,"Nobody cares about the Dakotas!
","['nobody', 'care', 'dakota']",3,0,0,0.0
17317,"Okay, time's up.
","['okay', 'time']",2,0,0,0.0
17318,"All right, I got 48.
","['right', 'got']",2,1,0,0.5
17319,"That's not bad. Pheebs?
","['bad', 'pheebs']",2,0,1,-0.5
17320,"I got tired of naming states,
","['got', 'tired', 'naming', 'state']",4,0,1,-0.25
17321,"so I listed the types of celery.
","['listed', 'type', 'celery']",3,0,0,0.0
17322,"And I have one, regular celery.
","['one', 'regular', 'celery']",3,0,0,0.0
17323,"So Rachel's got 48
","['rachel', 'got']",2,0,0,0.0
17324,"and Phoebe has the lead in...
","['phoebe', 'lead']",2,1,0,0.5
17325,"...vegetables. Joey?
","['vegetable', 'joey']",2,0,0,0.0
17326,"Say hello to the new champ
","['say', 'hello', 'new', 'champ']",4,1,0,0.25
17327,"of Chandler's dumb states game.
","['chandler', 'dumb', 'state', 'game']",4,0,1,-0.25
17328,"- Wow, how many you got?
","['wow', 'many', 'got']",3,2,1,0.33
17329,"- Fifty-six.
","['fifty', 'six']",2,0,0,0.0
17330,"The One Where Chandler Doesn't Like Dogs
","['one', 'chandler', 'like', 'dog']",4,1,0,0.25
